Protein_Name,Protein_Labels,Source,Predicted results,
P0C318,membrane,Manual assertion|HAMAP-Rule:MF_01344,membrane,
P0C319,membrane,Manual assertion|HAMAP-Rule:MF_01344,membrane,
P0C320,membrane,Manual assertion|HAMAP-Rule:MF_01394,membrane,
P0C321,membrane,Manual assertion|HAMAP-Rule:MF_01394,membrane,
P0C322,membrane,Manual assertion|HAMAP-Rule:MF_01394,membrane,
P0C323,membrane,Publication,membrane,
P0C324,membrane,Publication,membrane,
P0C325,membrane,Publication,membrane,
P0C326,membrane,By Similarity,membrane,
P0C327,membrane,By Similarity,membrane,
P0C328,membrane,By Similarity,membrane,
P0C329,membrane,By Similarity,membrane,
P0C330,membrane,By Similarity,membrane,
P0C331,membrane,By Similarity,membrane,
P0C332,membrane,Manual assertion|HAMAP-Rule:MF_01456,membrane,
P0C333,membrane,Manual assertion|HAMAP-Rule:MF_01456,membrane,
P0C334,membrane,Manual assertion|HAMAP-Rule:MF_01456,membrane,
P0C335,membrane,Manual assertion|HAMAP-Rule:MF_01358,membrane,
P0C336,membrane,Manual assertion|HAMAP-Rule:MF_01358,membrane,
P0C337,membrane,Manual assertion|HAMAP-Rule:MF_01358,membrane,
P0C338,membrane,Manual assertion|HAMAP-Rule:MF_01357,membrane,
P0C339,membrane,Manual assertion|HAMAP-Rule:MF_01357,membrane,
P0C340,membrane,Manual assertion|HAMAP-Rule:MF_01357,membrane,
P0C341,membrane,Manual assertion|HAMAP-Rule:MF_01356,membrane,
P0C342,membrane,Manual assertion|HAMAP-Rule:MF_01356,membrane,
P0C344,membrane,By Similarity,membrane,
P0C345,membrane,By Similarity,membrane,
P0C356,membrane,Manual assertion|HAMAP-Rule:MF_00482,membrane,
P0C357,membrane,Manual assertion|HAMAP-Rule:MF_00482,membrane,
P0C358,membrane,Manual assertion|HAMAP-Rule:MF_00482,membrane,
P0C359,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P0C360,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P0C362,membrane,Manual assertion|HAMAP-Rule:MF_01495,membrane,
P0C363,membrane,Manual assertion|HAMAP-Rule:MF_01495,membrane,
P0C364,membrane,Manual assertion|HAMAP-Rule:MF_01495,membrane,
P0C365,membrane,Manual assertion|HAMAP-Rule:MF_01496,membrane,
P0C366,membrane,Manual assertion|HAMAP-Rule:MF_01496,membrane,
P0C367,membrane,Manual assertion|HAMAP-Rule:MF_01496,membrane,
P0C368,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P0C369,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P0C370,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P0C384,membrane,Manual assertion|HAMAP-Rule:MF_01351,membrane,
P0C385,membrane,Manual assertion|HAMAP-Rule:MF_01351,membrane,
P0C386,membrane,Manual assertion|HAMAP-Rule:MF_01351,membrane,
P0C387,membrane,By Similarity,membrane,
P0C388,membrane,By Similarity,membrane,
P0C389,membrane,By Similarity,membrane,
P0C420,membrane,Manual assertion|HAMAP-Rule:MF_00752,membrane,
P0C421,membrane,Manual assertion|HAMAP-Rule:MF_00752,membrane,
P0C422,membrane,Manual assertion|HAMAP-Rule:MF_00752,membrane,
P0CC20,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC21,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC22,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC23,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC24,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC25,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC26,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC27,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC28,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC29,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC30,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC31,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC34,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC35,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC36,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC37,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC38,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC39,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC40,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC41,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC42,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC43,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC44,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC45,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC46,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC47,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC48,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC49,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC50,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC51,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC52,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC53,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC54,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC55,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC56,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC57,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC58,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC59,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC60,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC61,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC62,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC63,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC64,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC65,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC66,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC67,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC68,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC69,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC70,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC71,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC72,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC73,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC74,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC75,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC76,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC77,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC78,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC79,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC80,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC81,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC82,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC83,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC84,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC85,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC86,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC87,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC88,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC89,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC90,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC91,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC92,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC93,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC94,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC95,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC96,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC97,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC98,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CC99,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD00,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD01,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD02,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD03,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD04,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD05,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD06,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD07,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD08,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD09,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD10,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD11,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD12,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD13,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD14,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD15,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD16,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD17,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD18,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD19,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD20,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD21,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD22,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD23,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD24,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD25,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD26,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD27,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD28,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD29,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD30,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD31,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD32,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD33,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD34,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD35,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD36,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD37,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD38,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD39,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD40,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD41,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD42,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD43,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD44,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD45,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD46,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD47,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD48,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD49,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD50,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD51,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD52,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD53,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD54,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD55,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD56,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD57,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P0CD59,membrane,Manual assertion|HAMAP-Rule:MF_00445,membrane,
P10603,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
P11095,membrane,Manual assertion|HAMAP-Rule:MF_01496,membrane,
P11392,membrane,By Similarity,membrane,
P11393,membrane,By Similarity,membrane,
P11646,membrane,Manual assertion|HAMAP-Rule:MF_01456,membrane,
P11647,membrane,Publication,membrane,
P11849,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
P12085,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P12112,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
P12123,membrane,Manual assertion|HAMAP-Rule:MF_00633,membrane,
P12124,membrane,Manual assertion|HAMAP-Rule:MF_01350,membrane,
P12131,membrane,Manual assertion|HAMAP-Rule:MF_01358,membrane,
P12133,membrane,Manual assertion|HAMAP-Rule:MF_01358,membrane,
P12160,membrane,Manual assertion|HAMAP-Rule:MF_00752,membrane,
P12199,membrane,Manual assertion|HAMAP-Rule:MF_01357,membrane,
P12201,membrane,Manual assertion|HAMAP-Rule:MF_01357,membrane,
P12204,membrane,Manual assertion|HAMAP-Rule:MF_00439,membrane,
P12352,membrane,By Similarity,membrane,
P12357,membrane,Publication,membrane,
P12361,membrane,Manual assertion|HAMAP-Rule:MF_01344,membrane,
P12363,membrane,"Manual assertion|HAMAP-Rule:MF_00752, Publication|PubMed:19137553",membrane,
P13352,membrane,By Similarity,membrane,
P13554,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P14224,membrane,Publication,membrane,
P15958,membrane,By Similarity,membrane,
P16013,membrane,By Similarity,membrane,
P19044,membrane,Manual assertion|HAMAP-Rule:MF_01394,membrane,
P19124,membrane,Manual assertion|HAMAP-Rule:MF_01357,membrane,
P19430,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
P19431,membrane,Manual assertion|HAMAP-Rule:MF_00482,membrane,
P20858,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P22179,membrane,By Similarity,membrane,
P23993,membrane,Publication,membrane,
P25706,membrane,By Similarity,membrane,
P25709,membrane,Manual assertion|HAMAP-Rule:MF_01358,membrane,
P26291,membrane,By Similarity,membrane,
P26303,membrane,Manual assertion|HAMAP-Rule:MF_01394,membrane,
P26304,membrane,Manual assertion|HAMAP-Rule:MF_01356,membrane,
P26530,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P26531,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P26532,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P28250,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P28253,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
P28254,membrane,Manual assertion|HAMAP-Rule:MF_01496,membrane,
P28530,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
P28552,membrane,By Similarity,membrane,
P28555,membrane,By Similarity,membrane,
P28560,membrane,By Similarity,membrane,
P28561,membrane,By Similarity,membrane,
P29790,membrane,By Similarity,membrane,
P29947,membrane,By Similarity,membrane,
P29948,membrane,By Similarity,membrane,
P30158,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P30392,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
P31174,membrane,Manual assertion|HAMAP-Rule:MF_01357,membrane,
P31175,membrane,Manual assertion|HAMAP-Rule:MF_01356,membrane,
P31476,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P31480,membrane,Manual assertion|HAMAP-Rule:MF_00633,membrane,
P31556,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P31557,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
P32869,membrane,By Similarity,membrane,
P32978,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P35009,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
P35013,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
P35911,membrane,By Similarity,membrane,
P36442,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P36492,membrane,Manual assertion|HAMAP-Rule:MF_00482,membrane,
P41602,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
P41603,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
P41615,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P41622,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P41627,membrane,Manual assertion|HAMAP-Rule:MF_00752,membrane,
P41639,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
P41640,membrane,Manual assertion|HAMAP-Rule:MF_00482,membrane,
P41643,membrane,Manual assertion|HAMAP-Rule:MF_01496,membrane,
P41644,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
P41649,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P46617,membrane,By Similarity,membrane,
P46620,membrane,By Similarity,membrane,
P46621,membrane,By Similarity,membrane,
P46722,membrane,Manual assertion|HAMAP-Rule:MF_01351,membrane,
P49161,membrane,By Similarity,membrane,
P49472,membrane,Manual assertion|HAMAP-Rule:MF_01496,membrane,
P49473,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P49477,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P49478,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
P49479,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
P49480,membrane,Manual assertion|HAMAP-Rule:MF_00482,membrane,
P49510,membrane,Manual assertion|HAMAP-Rule:MF_01378,membrane,
P49647,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P49649,stroma|membrane,Manual assertion|HAMAP-Rule:MF_01382,membrane,
P49825,membrane,Manual assertion|HAMAP-Rule:MF_01458,membrane,
P51095,membrane,By Similarity,membrane,
P51096,membrane,By Similarity,membrane,
P51097,membrane,By Similarity,membrane,
P51098,membrane,By Similarity,membrane,
P51099,membrane,By Similarity,membrane,
P51100,membrane,By Similarity,membrane,
P51199,membrane,Manual assertion|HAMAP-Rule:MF_01378,membrane,
P51242,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
P51245,membrane,Manual assertion|HAMAP-Rule:MF_01399,membrane,
P51246,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
P51259,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P51262,membrane,By Similarity,membrane,
P51263,membrane,By Similarity,membrane,
P51284,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
P51285,membrane,Manual assertion|HAMAP-Rule:MF_00482,membrane,
P51327,membrane,Manual assertion|HAMAP-Rule:MF_01458,membrane,
P51356,membrane,Manual assertion|HAMAP-Rule:MF_01496,membrane,
P51357,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
P51374,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P51381,stroma|membrane,Manual assertion|HAMAP-Rule:MF_01382,membrane,
P51391,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P52765,membrane,Manual assertion|HAMAP-Rule:MF_01394,membrane,
P52766,membrane,Manual assertion|HAMAP-Rule:MF_01356,membrane,
P56294,membrane,Manual assertion|HAMAP-Rule:MF_01346,membrane,
P56297,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
P56301,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P56308,membrane,Manual assertion|HAMAP-Rule:MF_01496,membrane,
P56309,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P56316,membrane,By Similarity,membrane,
P56319,membrane,Manual assertion|HAMAP-Rule:MF_01383,membrane,
P56323,membrane,Manual assertion|HAMAP-Rule:MF_00752,membrane,
P56341,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
P56342,membrane,Manual assertion|HAMAP-Rule:MF_00482,membrane,
P56751,membrane,Manual assertion|HAMAP-Rule:MF_01394,membrane,
P56752,membrane,By Similarity,membrane,
P56754,membrane,Manual assertion|HAMAP-Rule:MF_01357,membrane,
P56756,membrane,Manual assertion|HAMAP-Rule:MF_01356,membrane,
P56758,membrane,Manual assertion|HAMAP-Rule:MF_01393,membrane,
P56759,membrane,Manual assertion|HAMAP-Rule:MF_01398,membrane,
P56760,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
P56773,membrane,Manual assertion|HAMAP-Rule:MF_00633,membrane,
P56774,membrane,Manual assertion|HAMAP-Rule:MF_01344,membrane,
P56779,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P56788,membrane,Manual assertion|HAMAP-Rule:MF_00437,membrane,
P58309,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
P58310,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
P58311,membrane,Manual assertion|HAMAP-Rule:MF_00458,membrane,
P58383,membrane,By Similarity,membrane,
P58385,membrane,Manual assertion|HAMAP-Rule:MF_00482,membrane,
P58386,membrane,Manual assertion|HAMAP-Rule:MF_00482,membrane,
P58419,membrane,Publication,membrane,
P58420,membrane,Publication,membrane,
P58765,membrane,Manual assertion|HAMAP-Rule:MF_00482,membrane,
P58870,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P59702,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P59703,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P60161,membrane,Manual assertion|HAMAP-Rule:MF_00633,membrane,
P60162,membrane,Manual assertion|HAMAP-Rule:MF_00633,membrane,
P61172,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
P62091,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P62092,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P62093,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P62480,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
P62481,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
P62614,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P62626,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P69194,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
P69195,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
P69369,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P69370,membrane,Manual assertion|HAMAP-Rule:MF_01347,membrane,
P69378,membrane,Manual assertion|HAMAP-Rule:MF_01456,membrane,
P69379,membrane,Manual assertion|HAMAP-Rule:MF_01456,membrane,
P69382,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P69384,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P69385,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P69386,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P69387,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P69388,membrane,Manual assertion|HAMAP-Rule:MF_00642,membrane,
P69390,membrane,"Manual assertion|HAMAP-Rule:MF_00642, Publication|PubMed:19137553",membrane,
P69415,membrane,Manual assertion|HAMAP-Rule:MF_01303,membrane,
P69448,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
P69449,membrane,Manual assertion|HAMAP-Rule:MF_01396,membrane,
P69552,membrane,Manual assertion|HAMAP-Rule:MF_00752,membrane,
P69553,membrane,Manual assertion|HAMAP-Rule:MF_00752,membrane,
P69554,membrane,Manual assertion|HAMAP-Rule:MF_00752,membrane,
